cluster_id,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,day_Mon,day_Tue,day_Wed,day_Thu,day_Fri,day_Sat,day_Sun,window_afternoon,window_early_morning,window_evening,window_late_night,window_morning,window_night,peak_hour,peak_day,rush_hour_ratio,is_night_dominant,is_weekend_dominant
0,0.0476,0.0208,0.024,0.0187,0.0669,0.1118,0.1053,0.1089,0.0929,0.036,0.0025,0.0021,0.0008,0.0001,0.0,0.0001,0.0,0.0,0.0031,0.0321,0.09,0.1108,0.065,0.0604,0.1354,0.1451,0.1341,0.1291,0.1396,0.1355,0.1811,8.0,3016.0,901.0,1283.0,292.0,1701.0,5,Sun,0.273,0,0
1,0.0328,0.0419,0.0291,0.0146,0.0893,0.1056,0.2568,0.1512,0.0565,0.0364,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031,0.0182,0.0419,0.0328,0.0346,0.0255,0.0729,0.0455,0.1093,0.2532,0.1712,0.1457,0.2022,0.0,313.0,50.0,114.0,21.0,51.0,6,Thu,0.2933,0,0
2,0.0744,0.0591,0.0923,0.1029,0.113,0.119,0.083,0.038,0.0217,0.0096,0.0012,0.0013,0.0007,0.0002,0.0,0.0003,0.0019,0.0034,0.0056,0.0378,0.0344,0.0583,0.0693,0.0726,0.1319,0.1417,0.1353,0.1326,0.1394,0.1485,0.1706,531.0,45483.0,14122.0,76756.0,2105.0,34776.0,5,Sun,0.1161,1,0
3,0.0261,0.0159,0.0553,0.0368,0.0529,0.101,0.0921,0.0528,0.0277,0.0048,0.0009,0.0032,0.0011,0.0007,0.0013,0.0023,0.0141,0.0349,0.1261,0.1801,0.0948,0.0286,0.0232,0.0232,0.1119,0.1234,0.1452,0.1434,0.1361,0.1533,0.1867,109.0,1530.0,2437.0,1046.0,50.0,420.0,19,Sun,0.4264,0,0
4,0.0669,0.0769,0.0234,0.0368,0.107,0.1973,0.1572,0.1271,0.0301,0.0033,0.0,0.0,0.0067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067,0.0569,0.0435,0.0602,0.0836,0.1003,0.1438,0.1371,0.1204,0.1338,0.2809,2.0,153.0,2.0,93.0,1.0,48.0,5,Sun,0.1605,0,0
5,0.0447,0.0403,0.111,0.0202,0.0634,0.1686,0.0908,0.0951,0.0965,0.0317,0.0086,0.0086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0288,0.0519,0.0476,0.0562,0.036,0.2911,0.0562,0.0951,0.0965,0.0317,0.121,0.3084,0.0,313.0,56.0,194.0,34.0,97.0,5,Sun,0.2521,0,0
6,0.1209,0.0666,0.1009,0.1031,0.0784,0.0651,0.0375,0.016,0.0143,0.0048,0.0002,0.0003,0.0001,0.0,0.0,0.0,0.0003,0.0,0.0002,0.0106,0.0367,0.0789,0.133,0.132,0.114,0.1842,0.2063,0.2014,0.1671,0.0929,0.0341,9.0,2683.0,961.0,9489.0,108.0,6945.0,22,Wed,0.0459,1,0
7,0.1996,0.1255,0.1464,0.1141,0.1008,0.0456,0.0133,0.019,0.0152,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0114,0.0228,0.0951,0.0856,0.038,0.135,0.2548,0.1673,0.1502,0.1369,0.1179,0.0,49.0,8.0,361.0,1.0,107.0,0,Wed,0.0399,1,0
8,0.1227,0.1336,0.0578,0.0325,0.0722,0.1805,0.1697,0.1011,0.0253,0.0,0.0,0.0108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0289,0.0325,0.0325,0.2347,0.2383,0.0794,0.0975,0.1047,0.0758,0.1697,0.0,132.0,0.0,116.0,3.0,26.0,5,Tue,0.1264,1,0
9,0.24,0.0,0.0,0.0,0.36,0.16,0.04,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.12,0.0,0.04,0.44,0.0,0.4,0.0,7.0,0.0,15.0,0.0,3.0,4,Fri,0.08,1,0
10,0.1617,0.1053,0.094,0.0301,0.0902,0.0827,0.0865,0.0226,0.0038,0.0075,0.0113,0.0,0.0,0.0,0.0,0.0,0.0,0.0301,0.015,0.0075,0.0677,0.0639,0.0226,0.0977,0.0489,0.2406,0.094,0.1429,0.0827,0.2256,0.1654,0.0,52.0,32.0,128.0,5.0,49.0,0,Tue,0.0865,1,0
11,0.061,0.1006,0.1593,0.0987,0.0903,0.0861,0.064,0.0835,0.0991,0.0362,0.0008,0.0061,0.0,0.0004,0.0,0.0,0.0,0.0,0.0008,0.0053,0.0072,0.0175,0.0305,0.0526,0.088,0.0819,0.1094,0.1029,0.1239,0.2016,0.2923,1.0,873.0,35.0,1338.0,113.0,264.0,2,Sun,0.2249,1,0
12,0.0471,0.0358,0.0155,0.0136,0.0315,0.0339,0.1525,0.3849,0.1934,0.0122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0113,0.0188,0.0169,0.0306,0.1464,0.1322,0.1144,0.1247,0.0367,0.1106,0.3351,0.0,1625.0,28.0,305.0,26.0,141.0,7,Sun,0.5924,0,0
13,0.0123,0.0041,0.041,0.0041,0.0041,0.0287,0.0041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0082,0.6434,0.1557,0.0943,0.1885,0.209,0.2541,0.1926,0.0984,0.0492,0.0082,0.0,8.0,2.0,16.0,0.0,218.0,21,Wed,0.0,1,0
14,0.0319,0.0475,0.0863,0.1153,0.091,0.1808,0.1634,0.0765,0.04,0.0029,0.0035,0.0029,0.0,0.0,0.0006,0.0006,0.0,0.0,0.0,0.0417,0.0463,0.0284,0.018,0.0226,0.2039,0.0371,0.022,0.0313,0.0933,0.0904,0.522,2.0,795.0,152.0,642.0,16.0,119.0,5,Sun,0.1611,0,1
15,0.0612,0.1202,0.0508,0.0356,0.1238,0.0742,0.067,0.0189,0.0099,0.0114,0.0007,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0128,0.1388,0.097,0.0803,0.0585,0.0387,0.1308,0.1492,0.1601,0.1787,0.1715,0.1117,0.0979,0.0,703.0,1028.0,1619.0,51.0,734.0,19,Thu,0.1918,1,0
16,0.0672,0.0177,0.0487,0.0427,0.0292,0.0647,0.0807,0.077,0.0522,0.0271,0.0053,0.0045,0.0006,0.0,0.0,0.0,0.0,0.0,0.0035,0.0957,0.0524,0.0649,0.1084,0.1575,0.1339,0.1251,0.1688,0.1415,0.162,0.1378,0.131,3.0,1409.0,778.0,1055.0,189.0,1697.0,23,Wed,0.2555,1,0
17,0.0807,0.0807,0.0455,0.0248,0.0642,0.2277,0.1946,0.058,0.0331,0.0104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041,0.0104,0.0373,0.0559,0.0725,0.2567,0.087,0.1242,0.1698,0.1263,0.0787,0.1573,0.0,248.0,7.0,143.0,5.0,80.0,5,Mon,0.1056,0,0
18,0.0282,0.0141,0.0,0.0704,0.0282,0.1408,0.2676,0.2113,0.0141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1127,0.0704,0.0423,0.0282,0.3803,0.0563,0.3099,0.0986,0.0141,0.1127,0.0,45.0,0.0,10.0,0.0,16.0,6,Tue,0.2254,0,0
19,0.0,0.0278,0.0694,0.1806,0.0139,0.0694,0.1528,0.0139,0.0139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0278,0.0417,0.0972,0.0833,0.1667,0.0417,0.0278,0.3194,0.1528,0.1528,0.0972,0.25,0.0,0.0,18.0,12.0,21.0,0.0,21.0,3,Tue,0.0973,1,0
20,0.0435,0.087,0.1739,0.1304,0.0435,0.0435,0.0435,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.087,0.1739,0.0435,0.0435,0.087,0.1739,0.2174,0.087,0.1739,0.1304,0.1304,0.0,3.0,3.0,11.0,0.0,6.0,2,Wed,0.087,1,0
21,0.09,0.05,0.05,0.02,0.11,0.24,0.07,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.02,0.25,0.19,0.2,0.09,0.14,0.24,0.03,0.11,0.0,37.0,3.0,32.0,0.0,28.0,23,Fri,0.06,1,0
22,0.0976,0.0854,0.3049,0.0244,0.0732,0.0122,0.0122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0732,0.2195,0.0976,0.1585,0.1707,0.2683,0.122,0.1463,0.122,0.0122,0.0,2.0,0.0,48.0,0.0,32.0,2,Wed,0.0,1,0
23,0.2857,0.2143,0.0238,0.0,0.119,0.0,0.0952,0.0952,0.0238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0238,0.0714,0.0,0.0476,0.0238,0.0,0.381,0.1905,0.0714,0.119,0.2143,0.0,9.0,1.0,27.0,0.0,5.0,0,Wed,0.119,1,0
24,0.2114,0.0284,0.0032,0.0,0.0521,0.112,0.224,0.1451,0.03,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0016,0.0426,0.1467,0.0174,0.0394,0.1514,0.2461,0.112,0.2808,0.153,0.0,324.0,1.0,187.0,1.0,121.0,6,Sat,0.1767,0,0
25,0.0787,0.0631,0.0951,0.1109,0.0974,0.0965,0.0986,0.0478,0.0119,0.0069,0.0023,0.0011,0.0,0.0,0.0,0.0,0.0002,0.0,0.0135,0.0197,0.0279,0.0823,0.0743,0.0718,0.121,0.1249,0.1569,0.1072,0.1612,0.1772,0.1516,1.0,1114.0,267.0,1947.0,45.0,999.0,3,Sat,0.0998,1,0
26,0.0476,0.0,0.0,0.0,0.0635,0.5556,0.127,0.0476,0.0,0.0159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0159,0.0,0.0,0.0159,0.1111,0.0794,0.0794,0.0794,0.2381,0.127,0.3492,0.0476,0.0,46.0,1.0,7.0,1.0,8.0,5,Sat,0.0794,0,0
27,0.1151,0.0937,0.0629,0.1138,0.1325,0.0576,0.1017,0.0616,0.0134,0.0027,0.0,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0241,0.083,0.083,0.0415,0.0442,0.1459,0.1205,0.0964,0.2865,0.1124,0.1941,0.0,175.0,27.0,387.0,3.0,155.0,4,Fri,0.0897,1,0
28,0.0543,0.0317,0.2896,0.1086,0.0362,0.086,0.0543,0.1041,0.0814,0.0,0.0,0.0,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0271,0.1131,0.009,0.0362,0.1176,0.3213,0.1041,0.181,0.0814,0.1584,1.0,72.0,0.0,115.0,0.0,33.0,2,Wed,0.1855,1,0
29,0.0226,0.0398,0.0319,0.0345,0.0292,0.0876,0.1493,0.2097,0.1526,0.0027,0.0046,0.0027,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0133,0.0677,0.0392,0.0637,0.0484,0.0916,0.1553,0.1194,0.1108,0.1725,0.2123,0.138,1.0,903.0,122.0,238.0,15.0,228.0,7,Sat,0.3783,0,0
30,0.0181,0.0141,0.1069,0.121,0.0685,0.129,0.1331,0.0363,0.0161,0.0101,0.004,0.0081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081,0.0484,0.127,0.0685,0.0827,0.123,0.1532,0.1351,0.1149,0.1996,0.125,0.1492,0.0,156.0,28.0,163.0,11.0,138.0,6,Fri,0.0706,1,0
31,0.0944,0.0029,0.0708,0.0,0.2035,0.1711,0.1563,0.0324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0324,0.0649,0.118,0.0501,0.2035,0.2507,0.2684,0.0826,0.0324,0.1534,0.0088,0.0,122.0,12.0,126.0,0.0,79.0,4,Wed,0.0353,1,0
32,0.0646,0.0562,0.0636,0.0734,0.0825,0.1177,0.0812,0.0455,0.0262,0.0073,0.0006,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.009,0.0449,0.0934,0.123,0.1085,0.089,0.214,0.2031,0.1085,0.1341,0.1706,0.0808,0.0,1290.0,259.0,1622.0,47.0,1548.0,22,Tue,0.0884,1,0
33,0.1136,0.075,0.1082,0.094,0.0766,0.056,0.0457,0.0141,0.0082,0.0033,0.0,0.0,0.0,0.0,0.0,0.0,0.0043,0.0,0.0016,0.006,0.0163,0.0875,0.1255,0.1641,0.0766,0.1755,0.1418,0.1685,0.1495,0.1571,0.131,8.0,228.0,44.0,860.0,6.0,694.0,23,Tue,0.0332,1,0
34,0.026,0.0327,0.046,0.0254,0.0734,0.1828,0.1728,0.0594,0.036,0.0067,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.03,0.0213,0.0947,0.1014,0.0894,0.1454,0.1734,0.2068,0.1181,0.1074,0.1047,0.1441,0.0,676.0,78.0,305.0,12.0,428.0,5,Wed,0.1328,0,0
35,0.1042,0.0796,0.1331,0.0376,0.0449,0.0622,0.11,0.0521,0.0101,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0232,0.0376,0.0796,0.0854,0.1389,0.0622,0.275,0.2113,0.2504,0.0868,0.0709,0.0434,0.0,162.0,42.0,276.0,1.0,210.0,23,Tue,0.0868,1,0
36,0.0645,0.0729,0.0512,0.033,0.0477,0.0764,0.0919,0.0799,0.0358,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.1171,0.1964,0.0996,0.0316,0.122,0.1851,0.155,0.1494,0.1578,0.1557,0.075,0.0,405.0,169.0,384.0,1.0,467.0,21,Tue,0.1178,1,0
37,0.0,0.049,0.0098,0.0,0.0,0.0294,0.1961,0.0882,0.0294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.2647,0.2451,0.0784,0.1275,0.1569,0.0098,0.0392,0.2745,0.2059,0.1863,0.0,35.0,1.0,6.0,0.0,60.0,21,Fri,0.1176,1,0
38,0.0679,0.0062,0.0679,0.0247,0.0617,0.1481,0.2099,0.1358,0.1605,0.0123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062,0.0123,0.0494,0.037,0.0988,0.1173,0.1605,0.1914,0.1111,0.1111,0.2099,0.0,106.0,1.0,37.0,2.0,16.0,6,Sun,0.3086,0,0
39,0.0083,0.0381,0.1391,0.2119,0.2467,0.1705,0.053,0.0182,0.0066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066,0.0017,0.0414,0.0381,0.0199,0.0281,0.1639,0.207,0.2119,0.0911,0.2235,0.0745,0.0,150.0,5.0,389.0,0.0,60.0,4,Sat,0.0314,1,0
40,0.017,0.0437,0.1001,0.0469,0.0607,0.0873,0.1427,0.0799,0.1512,0.1544,0.0192,0.0053,0.0011,0.0,0.0,0.0,0.0,0.0011,0.0,0.017,0.0128,0.0138,0.0234,0.0224,0.1864,0.1182,0.0948,0.1555,0.1587,0.1108,0.1757,1.0,433.0,29.0,252.0,168.0,56.0,9,Mon,0.4036,0,0
41,0.0315,0.021,0.0052,0.0577,0.1024,0.3071,0.2283,0.1129,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0262,0.0157,0.0289,0.021,0.189,0.1339,0.168,0.1549,0.0735,0.1286,0.1522,0.0,263.0,10.0,83.0,0.0,25.0,5,Mon,0.1549,0,0
42,0.0973,0.0452,0.0513,0.0513,0.0321,0.1164,0.0643,0.0434,0.0061,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0269,0.1816,0.1772,0.0573,0.0426,0.1651,0.1156,0.172,0.1468,0.1242,0.1685,0.1077,0.0,265.0,240.0,319.0,8.0,319.0,20,Wed,0.0834,1,0
43,0.0528,0.0698,0.0842,0.0519,0.0627,0.1065,0.094,0.0627,0.0689,0.0295,0.0269,0.0224,0.0,0.0,0.0,0.0,0.0,0.0116,0.0215,0.0206,0.0313,0.1137,0.0492,0.0197,0.1244,0.1289,0.0994,0.1244,0.0734,0.162,0.2874,0.0,371.0,95.0,359.0,88.0,204.0,21,Sun,0.2148,1,0
44,0.0452,0.036,0.0354,0.0759,0.1198,0.2284,0.2396,0.0833,0.0306,0.0061,0.0006,0.0023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0037,0.0167,0.032,0.0433,0.2306,0.0854,0.1272,0.1172,0.1195,0.141,0.179,0.0,3618.0,30.0,1942.0,56.0,572.0,6,Mon,0.1211,0,0
45,0.0,0.0,0.0,0.0,0.2157,0.549,0.2353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1373,0.1373,0.3725,0.0,0.3529,0.0,0.0,40.0,0.0,11.0,0.0,0.0,5,Thu,0.0,0,0
46,0.0542,0.0059,0.0381,0.0029,0.0615,0.1171,0.205,0.0381,0.0,0.0,0.0044,0.0176,0.0,0.0029,0.0015,0.0,0.0,0.0,0.0,0.0542,0.0117,0.0732,0.1772,0.1347,0.0425,0.3133,0.1684,0.3221,0.0586,0.0498,0.0454,3.0,246.0,45.0,111.0,15.0,263.0,6,Thu,0.0923,1,0
47,0.0158,0.0053,0.1789,0.1211,0.0789,0.1105,0.0632,0.0368,0.0368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0421,0.1474,0.1,0.0632,0.0368,0.1737,0.1526,0.1368,0.1947,0.1789,0.1263,0.0,47.0,8.0,76.0,0.0,59.0,2,Fri,0.0736,1,0
48,0.1944,0.2222,0.0,0.0,0.0278,0.1389,0.0556,0.0278,0.0833,0.0278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833,0.0,0.0278,0.0833,0.0278,0.1111,0.25,0.0556,0.1667,0.0833,0.1944,0.1389,0.0,11.0,3.0,16.0,1.0,5.0,1,Tue,0.2222,1,0
49,0.086,0.1006,0.0867,0.0491,0.086,0.0911,0.0338,0.0167,0.0127,0.0083,0.0025,0.0005,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0086,0.0306,0.1085,0.1166,0.1608,0.1879,0.1879,0.1425,0.127,0.1254,0.1451,0.0841,4.0,666.0,169.0,1762.0,49.0,1665.0,23,Mon,0.0463,1,0
50,0.1944,0.0556,0.0463,0.0648,0.0926,0.0556,0.1204,0.0093,0.0185,0.0093,0.0,0.0,0.0,0.0,0.0,0.0093,0.0,0.0,0.0,0.0,0.0,0.037,0.1111,0.1759,0.0741,0.0741,0.2222,0.1481,0.1759,0.1204,0.1852,1.0,22.0,0.0,49.0,1.0,35.0,0,Wed,0.0371,1,0
51,0.0062,0.0123,0.0185,0.0123,0.1605,0.1049,0.1358,0.1049,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0432,0.0309,0.0864,0.1852,0.0617,0.1358,0.2778,0.0741,0.1852,0.0864,0.1173,0.1235,0.0,62.0,12.0,34.0,0.0,54.0,22,Tue,0.1851,1,0
52,0.0433,0.0192,0.0,0.0048,0.0096,0.0769,0.2788,0.3798,0.0529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0433,0.024,0.0673,0.024,0.1058,0.1779,0.1827,0.1779,0.1683,0.1635,0.0,164.0,0.0,16.0,0.0,28.0,7,Thu,0.4327,0,0
53,0.0847,0.0339,0.0,0.0,0.0169,0.0508,0.0678,0.1525,0.0339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2203,0.1186,0.0678,0.0847,0.0169,0.0508,0.1017,0.0508,0.2373,0.1356,0.2881,0.1525,0.0339,0.0,18.0,24.0,8.0,0.0,9.0,18,Fri,0.5253,0,0
54,0.0398,0.0447,0.0591,0.0299,0.102,0.1271,0.0958,0.0721,0.0426,0.0179,0.01,0.0072,0.0007,0.0,0.0,0.0,0.0,0.0007,0.0038,0.079,0.0862,0.0656,0.0735,0.0423,0.1457,0.0928,0.1323,0.1426,0.1137,0.212,0.1611,2.0,983.0,494.0,802.0,102.0,528.0,5,Sat,0.2161,0,0
55,0.0273,0.043,0.0577,0.0524,0.1027,0.0472,0.1205,0.0702,0.0597,0.0126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.1059,0.1405,0.0545,0.0482,0.0556,0.1426,0.1782,0.0671,0.0849,0.1698,0.1184,0.239,0.0,284.0,237.0,270.0,12.0,151.0,20,Sun,0.2505,0,0
56,0.0533,0.0414,0.0844,0.0334,0.051,0.207,0.1576,0.0796,0.0263,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0104,0.0701,0.1266,0.0581,0.1051,0.1911,0.1568,0.1346,0.1409,0.1393,0.1322,0.0,591.0,13.0,331.0,1.0,320.0,5,Tue,0.1067,1,0
57,0.0482,0.0526,0.0351,0.0351,0.0833,0.0921,0.2193,0.1053,0.0263,0.0175,0.0088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0132,0.0132,0.0526,0.1096,0.0877,0.0439,0.2149,0.1886,0.1009,0.1228,0.1711,0.1579,0.0,101.0,6.0,58.0,6.0,57.0,6,Tue,0.1623,1,0
58,0.0105,0.0105,0.0316,0.0211,0.0211,0.2526,0.2842,0.1263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0421,0.0105,0.1263,0.0421,0.0211,0.0632,0.1579,0.2105,0.1053,0.1895,0.0842,0.1895,0.0,63.0,5.0,9.0,0.0,18.0,6,Wed,0.1684,0,0
59,0.0717,0.0453,0.083,0.1358,0.0377,0.1434,0.0755,0.0377,0.0189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1547,0.0868,0.0075,0.1019,0.083,0.1019,0.1057,0.0792,0.4943,0.0302,0.1057,0.0,73.0,41.0,99.0,0.0,52.0,20,Fri,0.0566,1,0
60,0.2917,0.2083,0.0833,0.125,0.0417,0.0833,0.0417,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0417,0.0,0.0,0.0,0.0417,0.125,0.25,0.2917,0.125,0.0417,0.125,0.0,5.0,1.0,18.0,0.0,0.0,0,Thu,0.0833,1,0
61,0.0865,0.0673,0.0096,0.0288,0.0096,0.0481,0.1635,0.0385,0.0288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0962,0.3462,0.0481,0.0288,0.0673,0.0673,0.1538,0.1058,0.1346,0.1442,0.3269,0.0,29.0,10.0,21.0,0.0,44.0,21,Sun,0.0673,1,0
62,0.0407,0.0539,0.0702,0.0567,0.0814,0.1077,0.11,0.0542,0.0455,0.0253,0.0119,0.0228,0.0154,0.0058,0.0006,0.0,0.0,0.0,0.0006,0.0186,0.0513,0.0737,0.0814,0.0721,0.1593,0.1234,0.1382,0.0753,0.1273,0.1738,0.2026,68.0,990.0,220.0,945.0,187.0,709.0,6,Sun,0.1442,1,0
