cluster_id,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,day_Mon,day_Tue,day_Wed,day_Thu,day_Fri,day_Sat,day_Sun,window_afternoon,window_early_morning,window_evening,window_late_night,window_morning,window_night,peak_hour,peak_day,rush_hour_ratio,is_night_dominant,is_weekend_dominant
281,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.0,0.3,0.1,0.1,0.0,0.0,0.5,0.0,6.0,0.0,0.0,0.0,4.0,8,Sun,0.4,0,0
282,0.0303,0.1212,0.0,0.0,0.0,0.0,0.0606,0.0606,0.0606,0.0303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0303,0.1818,0.303,0.1212,0.0606,0.2727,0.0606,0.4242,0.1818,0.0,0.0,0.0,6.0,1.0,5.0,1.0,20.0,22,Thu,0.1515,1,0
283,0.0,0.1667,0.0,0.0,0.0833,0.25,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.1667,0.0833,0.0833,0.0,0.0833,0.25,0.4167,0.0833,0.0,5.0,0.0,3.0,0.0,4.0,5,Sat,0.0,1,1
284,0.0,0.0,0.08,0.08,0.0,0.08,0.44,0.28,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.2,0.12,0.0,0.0,0.04,0.0,21.0,0.0,4.0,0.0,0.0,6,Mon,0.32,0,0
285,0.0111,0.1444,0.0222,0.1556,0.0333,0.0222,0.0889,0.0111,0.0333,0.0556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1889,0.1667,0.0556,0.0111,0.0111,0.4778,0.0333,0.2556,0.0333,0.0556,0.1333,0.0,14.0,17.0,33.0,5.0,21.0,20,Tue,0.1,1,0
286,0.0,0.0,0.0,0.0455,0.0455,0.0,0.0455,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4091,0.2273,0.1364,0.0455,0.2273,0.0909,0.1364,0.3182,0.0455,0.1364,0.0,3.0,0.0,2.0,0.0,17.0,21,Fri,0.0909,1,0
287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0526,0.9474,0.0,0.9474,0.0,0.0,0.0526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,22,Mon,0.0,1,0
288,0.125,0.025,0.075,0.15,0.2,0.15,0.125,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.025,0.075,0.125,0.1,0.075,0.1,0.175,0.175,0.25,0.0,12.0,0.0,23.0,0.0,5.0,4,Sun,0.025,1,0
289,0.0,0.0,0.0294,0.0,0.0294,0.0,0.0588,0.7059,0.1176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588,0.5882,0.1765,0.0294,0.0294,0.0,0.0294,0.1471,0.0,30.0,0.0,2.0,0.0,2.0,7,Mon,0.8235,0,0
290,0.0,0.0,0.0667,0.0667,0.0667,0.2667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1333,0.2,0.1333,0.0667,0.0,0.1333,0.4,0.2,0.0667,0.0667,0.1333,0.0,0.0,4.0,5.0,3.0,0.0,3.0,5,Tue,0.1333,0,0
291,0.0769,0.0,0.0,0.0,0.0256,0.1026,0.1795,0.0769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2821,0.0256,0.2308,0.0513,0.0769,0.0256,0.2051,0.0513,0.359,0.2308,0.0,14.0,0.0,4.0,0.0,21.0,21,Sat,0.0769,1,1
292,0.0,0.0,0.0,0.1818,0.0,0.0909,0.0,0.0455,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0455,0.3182,0.1818,0.0455,0.1364,0.0909,0.3182,0.2273,0.0455,0.1364,0.0455,0.0,5.0,1.0,4.0,0.0,12.0,21,Wed,0.1364,1,0
293,0.0,0.0426,0.0638,0.0,0.2128,0.0213,0.0213,0.0851,0.3404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0426,0.0638,0.0,0.1064,0.0,0.0,0.234,0.4255,0.1915,0.0638,0.0851,0.0,22.0,2.0,15.0,0.0,8.0,8,Thu,0.4255,0,0
294,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.16,0.24,0.04,0.56,0.0,0.0,42.0,0.0,0.0,0.0,8.0,5,Sat,0.0,0,1
295,0.0,0.2105,0.0,0.0,0.0,0.2632,0.1579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3158,0.0526,0.1053,0.0,0.1053,0.0,0.4211,0.1579,0.2105,0.0,8.0,0.0,4.0,0.0,7.0,22,Fri,0.0,1,0
296,0.0833,0.0833,0.0,0.25,0.0833,0.0,0.1667,0.1667,0.0,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833,0.0,0.0,0.0833,0.0833,0.25,0.1667,0.0833,0.0833,0.25,0.0,4.0,0.0,6.0,1.0,1.0,3,Wed,0.25,1,0
297,0.0,0.0667,0.0,0.0,0.0,0.8667,0.0,0.0,0.0,0.0,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0667,0.8667,0.0667,0.0,0.0,0.0,0.0,13.0,0.0,1.0,1.0,0.0,5,Wed,0.0,0,0
298,0.0,0.4211,0.0,0.0526,0.0,0.1053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0526,0.0526,0.1053,0.1579,0.0526,0.2105,0.3684,0.0,0.1579,0.0,0.1579,0.1053,0.0,2.0,2.0,9.0,0.0,6.0,1,Tue,0.0526,1,0
299,0.0,0.1565,0.0261,0.0087,0.0,0.1826,0.087,0.0,0.0261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1826,0.0261,0.0,0.0261,0.087,0.1913,0.0,0.1391,0.087,0.3304,0.1565,0.2522,0.0348,0.0,34.0,24.0,22.0,0.0,35.0,23,Thu,0.2348,0,0
300,0.0,0.0,0.0909,0.0909,0.2727,0.1818,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.0,0.0,0.0,0.0,0.4545,0.1818,0.0909,0.1818,0.0909,0.0,3.0,0.0,5.0,0.0,3.0,4,Wed,0.0909,1,0
301,0.0,0.0,0.0,0.0345,0.1034,0.1379,0.069,0.0,0.1724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1034,0.2759,0.1034,0.0,0.0,0.0345,0.5172,0.2069,0.1724,0.0,0.0345,0.0345,0.0,11.0,11.0,4.0,0.0,3.0,20,Tue,0.2758,0,0
302,0.1818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8182,0.0,0.0,0.0,0.0,0.8182,0.0,0.0,0.1818,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,20,Tue,0.0,0,0
303,0.0,0.0,0.0,0.0,0.0,0.0769,0.5385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2308,0.1538,0.0,0.0769,0.0769,0.0,0.2308,0.0769,0.5385,0.0,0.0,8.0,0.0,0.0,0.0,5.0,6,Sat,0.0,0,1
304,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.2,0.0,0.3,0.1,0.1,0.0,7.0,0.0,2.0,0.0,1.0,8,Tue,0.7,0,0
305,0.0645,0.0323,0.0645,0.0645,0.0645,0.2903,0.1935,0.0645,0.0645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0323,0.0323,0.0,0.0323,0.0968,0.0,0.2258,0.129,0.0323,0.4516,0.0645,0.0,19.0,1.0,9.0,0.0,2.0,5,Sat,0.129,0,1
306,0.0769,0.0,0.0,0.0,0.0769,0.0,0.0769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6923,0.0769,0.0,0.0,0.0769,0.3846,0.0,0.0,0.1538,0.3846,0.0,1.0,0.0,2.0,0.0,10.0,21,Wed,0.0,1,1
307,0.2667,0.0,0.0,0.0,0.0,0.0333,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0333,0.3667,0.0,0.0,0.0333,0.4,0.4667,0.0,0.1,0.0,0.0,4.0,6.0,8.0,0.0,12.0,22,Thu,0.0,1,0
308,0.0,0.0476,0.0952,0.0,0.0,0.4762,0.0,0.0,0.0952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0952,0.0,0.1905,0.0,0.1905,0.0,0.0,0.1429,0.0,0.5238,0.1429,0.0,12.0,2.0,3.0,0.0,4.0,5,Sat,0.0952,0,1
309,0.0238,0.0,0.1905,0.2381,0.0,0.0476,0.0238,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4524,0.0,0.2619,0.0,0.1905,0.0,0.2857,0.2619,0.0,4.0,0.0,19.0,0.0,19.0,23,Sat,0.0238,1,1
310,0.0909,0.0,0.0909,0.0,0.0,0.0455,0.1818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4091,0.1818,0.5,0.0455,0.3182,0.0,0.0909,0.0455,0.0,0.0,5.0,0.0,4.0,0.0,13.0,22,Mon,0.0,1,0
311,0.0426,0.0,0.0638,0.0638,0.0213,0.0,0.5957,0.1277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0851,0.0,0.1064,0.0426,0.1064,0.0,0.4681,0.1277,0.1489,0.0,34.0,0.0,9.0,0.0,4.0,6,Fri,0.1277,0,0
312,0.1667,0.0,0.0,0.0,0.0,0.3333,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.5,0.0,0.0,7.0,3.0,2.0,0.0,0.0,5,Sat,0.5,0,0
313,0.2857,0.0,0.0714,0.0,0.0,0.0,0.2857,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714,0.0,0.1429,0.0,0.2857,0.0,0.1429,0.0714,0.2143,0.2857,0.0,6.0,0.0,5.0,0.0,3.0,0,Tue,0.1429,1,0
314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,22,Sat,0.0,1,1
315,0.1111,0.0,0.0,0.0,0.0,0.0,0.1852,0.3704,0.2963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.1111,0.0,0.2963,0.2963,0.1481,0.1481,0.0,23.0,0.0,3.0,0.0,1.0,7,Thu,0.6667,0,0
316,0.0556,0.0,0.2778,0.0556,0.1111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444,0.0,0.0556,0.0,0.0,0.0556,0.1667,0.1111,0.2222,0.0556,0.3333,0.0556,0.0,0.0,8.0,9.0,0.0,1.0,19,Sat,0.4444,1,0
317,0.2727,0.0909,0.0909,0.1818,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1818,0.0,0.0,0.0909,0.0909,0.0909,0.0909,0.0909,0.1818,0.3636,1.0,1.0,0.0,7.0,0.0,2.0,0,Sun,0.0,1,1
318,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.05,0.0,0.7,0.05,0.15,0.0,0.05,0.0,14.0,0.0,2.0,0.0,4.0,7,Wed,0.7,0,0
319,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,2,Sun,0.0,1,1
